name,city,country
Dundee Airport,Birmingham,United Kingdom
Stornoway Airport,Birmingham,United Kingdom
Tiree Airport,Birmingham,United Kingdom
RAF Leuchars,Birmingham,United Kingdom
RAF Lossiemouth,Birmingham,United Kingdom
Cambridge Airport,Birmingham,United Kingdom
Peterborough Business Airport,Birmingham,United Kingdom
Norwich International Airport,Birmingham,United Kingdom
London Stansted Airport,Birmingham,United Kingdom
North Weald Airport,Birmingham,United Kingdom
Sheffield City Heliport,Birmingham,United Kingdom
Cranfield Airport,Birmingham,United Kingdom
Exeter International Airport,Birmingham,United Kingdom
Bristol Filton Airport,Birmingham,United Kingdom
Oxford (Kidlington) Airport,Birmingham,United Kingdom
RAF Benson,Birmingham,United Kingdom
RAF Lakenheath,Birmingham,United Kingdom
RAF Mildenhall,Birmingham,United Kingdom
RAF Wattisham,Birmingham,United Kingdom
RAF Wyton,Birmingham,United Kingdom
RAF Fairford,Birmingham,United Kingdom
RAF Brize Norton,Birmingham,United Kingdom
RAF Odiham,Birmingham,United Kingdom
DCAE Cosford Air Base,Birmingham,United Kingdom
RAF Northolt,Birmingham,United Kingdom
RAF Coningsby,Birmingham,United Kingdom
RAF Dishforth,Birmingham,United Kingdom
Leeming Airport,Birmingham,United Kingdom
Leeds East Airport,Birmingham,United Kingdom
RAF Honington,Birmingham,United Kingdom
RAF Cottesmore,Birmingham,United Kingdom
RAF Scampton,Birmingham,United Kingdom
RAF Wittering,Birmingham,United Kingdom
RAF Linton-On-Ouse,Birmingham,United Kingdom
RAF Waddington,Birmingham,United Kingdom
RAF Topcliffe,Birmingham,United Kingdom
RAF Cranwell,Birmingham,United Kingdom
RAF Barkston Heath,Birmingham,United Kingdom
RAF Marham,Birmingham,United Kingdom
Cork Airport,Birmingham,United Kingdom
Galway Airport,Birmingham,United Kingdom
Dublin Airport,Birmingham,United Kingdom
Ireland West Knock Airport,Birmingham,United Kingdom
Kerry Airport,Birmingham,United Kingdom
Casement Air Base,Birmingham,United Kingdom
Shannon Airport,Birmingham,United Kingdom
Sligo Airport,Birmingham,United Kingdom
Waterford Airport,Birmingham,United Kingdom
Nottingham Airport,Birmingham,United Kingdom
Campbeltown Airport,Birmingham,United Kingdom
Eday Airport,Birmingham,United Kingdom
Fair Isle Airport,Birmingham,United Kingdom
North Ronaldsay Airport,Birmingham,United Kingdom
Papa Westray Airport,Birmingham,United Kingdom
Stronsay Airport,Birmingham,United Kingdom
Sanday Airport,Birmingham,United Kingdom
Lerwick / Tingwall Airport,Birmingham,United Kingdom
Westray Airport,Birmingham,United Kingdom
Penzance Heliport,Birmingham,United Kingdom
Anglesey Airport,Birmingham,United Kingdom
Barra Airport,Birmingham,United Kingdom
Donegal Airport,Birmingham,United Kingdom
Weston Airport,Birmingham,United Kingdom
Outer Skerries Airport,Birmingham,United Kingdom
Inishmore Aerodrome,Birmingham,United Kingdom
Connemara Regional Airport,Birmingham,United Kingdom
Unst Airport,Birmingham,United Kingdom
Oban Airport,Birmingham,United Kingdom
Isle of Wight / Sandown Airport,Birmingham,United Kingdom
Lympne Airport,Birmingham,United Kingdom
Inisheer Aerodrome,Birmingham,United Kingdom
Inishmaan Aerodrome,Birmingham,United Kingdom
Colonsay Airstrip,Birmingham,United Kingdom
Tresco Heliport,Birmingham,United Kingdom
London Heliport,Birmingham,United Kingdom
White Waltham Airfield,Birmingham,United Kingdom
Wycombe Air Park,Birmingham,United Kingdom
Bembridge Airport,Birmingham,United Kingdom
Compton Abbas Aerodrome,Birmingham,United Kingdom
Glasgow City Heliport,Birmingham,United Kingdom
Orlampa Inc Airport,Birmingham,United Kingdom
Perth/Scone Airport,Birmingham,United Kingdom
Caernarfon Airport,Birmingham,United Kingdom
Newcastle Aerodrome,Birmingham,United Kingdom
Bantry Aerodrome,Birmingham,United Kingdom
Duxford Aerodrome,Birmingham,United Kingdom
Fairoaks Airport,Birmingham,United Kingdom
Rochester Airport,Birmingham,United Kingdom
Rothera Research Station,Birmingham,United Kingdom
Beccles Airport,Birmingham,United Kingdom
RAF Brawdy,Birmingham,United Kingdom
Redhill Aerodrome,Birmingham,United Kingdom
Enstone Aerodrome,Birmingham,United Kingdom
Elstree Airfield,Birmingham,United Kingdom
Sandtoft Airfield,Birmingham,United Kingdom
Popham Airfield,Birmingham,United Kingdom
City Airport Manchester,Birmingham,United Kingdom
Sleap Airport,Birmingham,United Kingdom
Tatenhill Airfield,Birmingham,United Kingdom
Full Sutton Airfield,Birmingham,United Kingdom
Sherburn-In-Elmet Airfield,Birmingham,United Kingdom
Shobdon Aerodrome,Birmingham,United Kingdom
Newtownards Airport,Birmingham,United Kingdom
Lashenden (Headcorn) Airfield,Birmingham,United Kingdom
Panshanger Aerodrome,Birmingham,United Kingdom
Thurrock Airfield,Birmingham,United Kingdom
Stapleford Aerodrome,Birmingham,United Kingdom
Chichester/Goodwood Airport,Birmingham,United Kingdom
RAF Spadeadam,Birmingham,United Kingdom
RAF Kinloss,Birmingham,United Kingdom
RAF Mona,Birmingham,United Kingdom
St. Helena Airport,Birmingham,United Kingdom
Belfast International Airport,Coventry,United Kingdom
St Angelo Airport,Coventry,United Kingdom
George Best Belfast City Airport,Coventry,United Kingdom
City of Derry Airport,Coventry,United Kingdom
Birmingham International Airport,Coventry,United Kingdom
Coventry Airport,Coventry,United Kingdom
Leicester Airport,Coventry,United Kingdom
Gloucestershire Airport,Coventry,United Kingdom
Wolverhampton Halfpenny Green Airport,Coventry,United Kingdom
Cotswold Airport,Coventry,United Kingdom
Turweston Airport,Coventry,United Kingdom
Wellesbourne Mountford Airport,Coventry,United Kingdom
Manchester Airport,Coventry,United Kingdom
Manchester Woodford Airport,Coventry,United Kingdom
Royal Marines Base Chivenor Airport,Coventry,United Kingdom
Newquay Cornwall Airport,Coventry,United Kingdom
RAF Lyneham,Coventry,United Kingdom
MoD Boscombe Down Airport,Coventry,United Kingdom
RNAS Culdrose,Coventry,United Kingdom
MoD St. Athan,Coventry,United Kingdom
RNAS Yeovilton,Coventry,United Kingdom
Haverfordwest Airport,Coventry,United Kingdom
Cardiff International Airport,Coventry,United Kingdom
Swansea Airport,Coventry,United Kingdom
Bristol Airport,Coventry,United Kingdom
Liverpool John Lennon Airport,Coventry,United Kingdom
London Luton Airport,Coventry,United Kingdom
Plymouth City Airport,Coventry,United Kingdom
Bournemouth Airport,Coventry,United Kingdom
Southampton Airport,Coventry,United Kingdom
Lasham Airport,Coventry,United Kingdom
Shoreham Airport,Coventry,United Kingdom
London Biggin Hill Airport,Coventry,United Kingdom
London Gatwick Airport,Coventry,United Kingdom
London City Airport,Coventry,United Kingdom
Farnborough Airport,Coventry,United Kingdom
Chalgrove Airport,Coventry,United Kingdom
Blackbushe Airport,Coventry,United Kingdom
London Heathrow Airport,Coventry,United Kingdom
Southend Airport,Coventry,United Kingdom
Lydd Airport,Coventry,United Kingdom
Kent International Airport,Coventry,United Kingdom
Brough Airport,Coventry,United Kingdom
Carlisle Airport,Coventry,United Kingdom
Retford Gamston Airport,Coventry,United Kingdom
Blackpool International Airport,Coventry,United Kingdom
Humberside Airport,Coventry,United Kingdom
Barrow Walney Island Airport,Coventry,United Kingdom
Leeds Bradford Airport,Coventry,United Kingdom
Warton Airport,Coventry,United Kingdom
Hawarden Airport,Coventry,United Kingdom
Newcastle Airport,Coventry,United Kingdom
Durham Tees Valley Airport,Coventry,United Kingdom
East Midlands Airport,Coventry,United Kingdom
Llanbedr Airport,Coventry,United Kingdom
RAF Ternhill,Coventry,United Kingdom
RAF Shawbury,Coventry,United Kingdom
RAF Woodvale,Coventry,United Kingdom
Kirkwall Airport,Coventry,United Kingdom
Sumburgh Airport,Coventry,United Kingdom
Wick Airport,Coventry,United Kingdom
Aberdeen Dyce Airport,Coventry,United Kingdom
Inverness Airport,Coventry,United Kingdom
Glasgow International Airport,Coventry,United Kingdom
Edinburgh Airport,Coventry,United Kingdom
Islay Airport,Coventry,United Kingdom
Glasgow Prestwick Airport,Coventry,United Kingdom
Benbecula Airport,Coventry,United Kingdom
Scatsta Airport,Coventry,United Kingdom
Dundee Airport,Coventry,United Kingdom
Stornoway Airport,Coventry,United Kingdom
Tiree Airport,Coventry,United Kingdom
RAF Leuchars,Coventry,United Kingdom
RAF Lossiemouth,Coventry,United Kingdom
Cambridge Airport,Coventry,United Kingdom
Peterborough Business Airport,Coventry,United Kingdom
Norwich International Airport,Coventry,United Kingdom
London Stansted Airport,Coventry,United Kingdom
North Weald Airport,Coventry,United Kingdom
Sheffield City Heliport,Coventry,United Kingdom
Cranfield Airport,Coventry,United Kingdom
Exeter International Airport,Coventry,United Kingdom
Bristol Filton Airport,Coventry,United Kingdom
Oxford (Kidlington) Airport,Coventry,United Kingdom
RAF Benson,Coventry,United Kingdom
RAF Lakenheath,Coventry,United Kingdom
RAF Mildenhall,Coventry,United Kingdom
RAF Wattisham,Coventry,United Kingdom
RAF Wyton,Coventry,United Kingdom
RAF Fairford,Coventry,United Kingdom
RAF Brize Norton,Coventry,United Kingdom
RAF Odiham,Coventry,United Kingdom
DCAE Cosford Air Base,Coventry,United Kingdom
RAF Northolt,Coventry,United Kingdom
RAF Coningsby,Coventry,United Kingdom
RAF Dishforth,Coventry,United Kingdom
Leeming Airport,Coventry,United Kingdom
Leeds East Airport,Coventry,United Kingdom
RAF Honington,Coventry,United Kingdom
RAF Cottesmore,Coventry,United Kingdom
RAF Scampton,Coventry,United Kingdom
RAF Wittering,Coventry,United Kingdom
RAF Linton-On-Ouse,Coventry,United Kingdom
RAF Waddington,Coventry,United Kingdom
RAF Topcliffe,Coventry,United Kingdom
RAF Cranwell,Coventry,United Kingdom
RAF Barkston Heath,Coventry,United Kingdom
RAF Marham,Coventry,United Kingdom
Cork Airport,Coventry,United Kingdom
Galway Airport,Coventry,United Kingdom
Dublin Airport,Coventry,United Kingdom
Ireland West Knock Airport,Coventry,United Kingdom
Kerry Airport,Coventry,United Kingdom
Casement Air Base,Coventry,United Kingdom
Shannon Airport,Coventry,United Kingdom
Sligo Airport,Coventry,United Kingdom
Waterford Airport,Coventry,United Kingdom
Nottingham Airport,Coventry,United Kingdom
Campbeltown Airport,Coventry,United Kingdom
Eday Airport,Coventry,United Kingdom
Fair Isle Airport,Coventry,United Kingdom
North Ronaldsay Airport,Coventry,United Kingdom
Papa Westray Airport,Coventry,United Kingdom
Stronsay Airport,Coventry,United Kingdom
Sanday Airport,Coventry,United Kingdom
Lerwick / Tingwall Airport,Coventry,United Kingdom
Westray Airport,Coventry,United Kingdom
Penzance Heliport,Coventry,United Kingdom
Anglesey Airport,Coventry,United Kingdom
Barra Airport,Coventry,United Kingdom
Donegal Airport,Coventry,United Kingdom
Weston Airport,Coventry,United Kingdom
Outer Skerries Airport,Coventry,United Kingdom
Inishmore Aerodrome,Coventry,United Kingdom
Connemara Regional Airport,Coventry,United Kingdom
Unst Airport,Coventry,United Kingdom
Oban Airport,Coventry,United Kingdom
Isle of Wight / Sandown Airport,Coventry,United Kingdom
Lympne Airport,Coventry,United Kingdom
Inisheer Aerodrome,Coventry,United Kingdom
Inishmaan Aerodrome,Coventry,United Kingdom
Colonsay Airstrip,Coventry,United Kingdom
Tresco Heliport,Coventry,United Kingdom
London Heliport,Coventry,United Kingdom
White Waltham Airfield,Coventry,United Kingdom
Wycombe Air Park,Coventry,United Kingdom
Bembridge Airport,Coventry,United Kingdom
Compton Abbas Aerodrome,Coventry,United Kingdom
Glasgow City Heliport,Coventry,United Kingdom
Orlampa Inc Airport,Coventry,United Kingdom
Perth/Scone Airport,Coventry,United Kingdom
Caernarfon Airport,Coventry,United Kingdom
Newcastle Aerodrome,Coventry,United Kingdom
Bantry Aerodrome,Coventry,United Kingdom
Duxford Aerodrome,Coventry,United Kingdom
Fairoaks Airport,Coventry,United Kingdom
Rochester Airport,Coventry,United Kingdom
Rothera Research Station,Coventry,United Kingdom
Beccles Airport,Coventry,United Kingdom
RAF Brawdy,Coventry,United Kingdom
Redhill Aerodrome,Coventry,United Kingdom
Enstone Aerodrome,Coventry,United Kingdom
Elstree Airfield,Coventry,United Kingdom
Sandtoft Airfield,Coventry,United Kingdom
Popham Airfield,Coventry,United Kingdom
City Airport Manchester,Coventry,United Kingdom
Sleap Airport,Coventry,United Kingdom
Tatenhill Airfield,Coventry,United Kingdom
Full Sutton Airfield,Coventry,United Kingdom
Sherburn-In-Elmet Airfield,Coventry,United Kingdom
Shobdon Aerodrome,Coventry,United Kingdom
Newtownards Airport,Coventry,United Kingdom
Lashenden (Headcorn) Airfield,Coventry,United Kingdom
Panshanger Aerodrome,Coventry,United Kingdom
Thurrock Airfield,Coventry,United Kingdom
Stapleford Aerodrome,Coventry,United Kingdom
Chichester/Goodwood Airport,Coventry,United Kingdom
RAF Spadeadam,Coventry,United Kingdom
RAF Kinloss,Coventry,United Kingdom
RAF Mona,Coventry,United Kingdom
St. Helena Airport,Coventry,United Kingdom
Belfast International Airport,Leicester,United Kingdom
St Angelo Airport,Leicester,United Kingdom
George Best Belfast City Airport,Leicester,United Kingdom
City of Derry Airport,Leicester,United Kingdom
Birmingham International Airport,Leicester,United Kingdom
Coventry Airport,Leicester,United Kingdom
Leicester Airport,Leicester,United Kingdom
Gloucestershire Airport,Leicester,United Kingdom
Wolverhampton Halfpenny Green Airport,Leicester,United Kingdom
Cotswold Airport,Leicester,United Kingdom
Turweston Airport,Leicester,United Kingdom
Wellesbourne Mountford Airport,Leicester,United Kingdom
Manchester Airport,Leicester,United Kingdom
Manchester Woodford Airport,Leicester,United Kingdom
Royal Marines Base Chivenor Airport,Leicester,United Kingdom
Newquay Cornwall Airport,Leicester,United Kingdom
RAF Lyneham,Leicester,United Kingdom
MoD Boscombe Down Airport,Leicester,United Kingdom
RNAS Culdrose,Leicester,United Kingdom
MoD St. Athan,Leicester,United Kingdom
RNAS Yeovilton,Leicester,United Kingdom
Haverfordwest Airport,Leicester,United Kingdom
Cardiff International Airport,Leicester,United Kingdom
Swansea Airport,Leicester,United Kingdom
Bristol Airport,Leicester,United Kingdom
Liverpool John Lennon Airport,Leicester,United Kingdom
London Luton Airport,Leicester,United Kingdom
Plymouth City Airport,Leicester,United Kingdom
Bournemouth Airport,Leicester,United Kingdom
Southampton Airport,Leicester,United Kingdom
Lasham Airport,Leicester,United Kingdom
Shoreham Airport,Leicester,United Kingdom
London Biggin Hill Airport,Leicester,United Kingdom
London Gatwick Airport,Leicester,United Kingdom
London City Airport,Leicester,United Kingdom
Farnborough Airport,Leicester,United Kingdom
Chalgrove Airport,Leicester,United Kingdom
Blackbushe Airport,Leicester,United Kingdom
London Heathrow Airport,Leicester,United Kingdom
Southend Airport,Leicester,United Kingdom
Lydd Airport,Leicester,United Kingdom
Kent International Airport,Leicester,United Kingdom
Brough Airport,Leicester,United Kingdom
Carlisle Airport,Leicester,United Kingdom
Retford Gamston Airport,Leicester,United Kingdom
Blackpool International Airport,Leicester,United Kingdom
Humberside Airport,Leicester,United Kingdom
Barrow Walney Island Airport,Leicester,United Kingdom
Leeds Bradford Airport,Leicester,United Kingdom
Warton Airport,Leicester,United Kingdom
Hawarden Airport,Leicester,United Kingdom
Newcastle Airport,Leicester,United Kingdom
Durham Tees Valley Airport,Leicester,United Kingdom
East Midlands Airport,Leicester,United Kingdom
Llanbedr Airport,Leicester,United Kingdom
RAF Ternhill,Leicester,United Kingdom
RAF Shawbury,Leicester,United Kingdom
RAF Woodvale,Leicester,United Kingdom
Kirkwall Airport,Leicester,United Kingdom
Sumburgh Airport,Leicester,United Kingdom
Wick Airport,Leicester,United Kingdom
Aberdeen Dyce Airport,Leicester,United Kingdom
Inverness Airport,Leicester,United Kingdom
Glasgow International Airport,Leicester,United Kingdom
Edinburgh Airport,Leicester,United Kingdom
Islay Airport,Leicester,United Kingdom
Glasgow Prestwick Airport,Leicester,United Kingdom
Benbecula Airport,Leicester,United Kingdom
Scatsta Airport,Leicester,United Kingdom
Dundee Airport,Leicester,United Kingdom
Stornoway Airport,Leicester,United Kingdom
Tiree Airport,Leicester,United Kingdom
RAF Leuchars,Leicester,United Kingdom
RAF Lossiemouth,Leicester,United Kingdom
Cambridge Airport,Leicester,United Kingdom
Peterborough Business Airport,Leicester,United Kingdom
Norwich International Airport,Leicester,United Kingdom
London Stansted Airport,Leicester,United Kingdom
North Weald Airport,Leicester,United Kingdom
Sheffield City Heliport,Leicester,United Kingdom
Cranfield Airport,Leicester,United Kingdom
Exeter International Airport,Leicester,United Kingdom
Bristol Filton Airport,Leicester,United Kingdom
Oxford (Kidlington) Airport,Leicester,United Kingdom
RAF Benson,Leicester,United Kingdom
RAF Lakenheath,Leicester,United Kingdom
RAF Mildenhall,Leicester,United Kingdom
RAF Wattisham,Leicester,United Kingdom
RAF Wyton,Leicester,United Kingdom
RAF Fairford,Leicester,United Kingdom
RAF Brize Norton,Leicester,United Kingdom
RAF Odiham,Leicester,United Kingdom
DCAE Cosford Air Base,Leicester,United Kingdom
RAF Northolt,Leicester,United Kingdom
RAF Coningsby,Leicester,United Kingdom
RAF Dishforth,Leicester,United Kingdom
Leeming Airport,Leicester,United Kingdom
Leeds East Airport,Leicester,United Kingdom
RAF Honington,Leicester,United Kingdom
RAF Cottesmore,Leicester,United Kingdom
RAF Scampton,Leicester,United Kingdom
RAF Wittering,Leicester,United Kingdom
RAF Linton-On-Ouse,Leicester,United Kingdom
